case,arm,windows,n_frames_used,quantity,truth,median,lo,hi,width_post,width_prior,contraction,bias_log,covered
no_swe,shared,bmode+ceus,0,D,9.999999999999994e-08,9.932535017172428e-08,9.668633320091277e-08,1.0203639811466665e-07,0.053857533366047705,4.605170185988094,0.011695014774897388,-0.006769358779177281,True
no_swe,shared,bmode+ceus,0,w0,0.00035000000000000005,0.0003489642906629994,0.0003402752193503011,0.0003578752410782116,0.050429678211601874,2.120263536200092,0.023784627406261614,-0.0029635565331735947,True
no_swe,shared,bmode+ceus,0,w_bmode,0.00035,0.00034892867571957576,0.0003403797629245564,0.0003578332419788553,0.050005129287717054,2.0985221501533493,0.023828735514687293,-0.0030656207326143045,True
no_swe,shared,bmode+ceus,0,w_swe,0.0006325345840347388,0.0006313734177569353,0.0006221594897589828,0.0006410674480651489,0.029938200301524276,1.2015825568202168,0.02491564156919073,-0.0018374226650104137,True
no_swe,shared,bmode+ceus,0,w_ceus,0.000875,0.0008723216892989394,0.0008509494073113909,0.0008945831049471382,0.050005129287717054,2.0985221501533484,0.023828735514687303,-0.0030656207326143045,True
no_swe,shared_calibrated,bmode+ceus,0,sig_e,0.0005999999999999997,0.0005961881365069747,0.0005526423850507782,0.000643165098672264,0.1516903436885974,3.688879454113936,0.04112098147295876,-0.006373372682439538,True
no_swe,shared_calibrated,bmode+ceus,0,R,0.005000000000000002,0.005020078621515087,0.004994577898928701,0.005045709542661909,0.010185382853148323,1.7917594692280547,0.005684570405834942,0.00400768280328645,True
no_swe,shared_calibrated,bmode+ceus,0,x_c,0.012,0.011997142447504917,0.011974121417519374,0.01202016347749046,4.604205997108783e-05,0.006,0.007673676661847972,-2.8575524950828768e-06,True
no_swe,shared_calibrated,bmode+ceus,0,v,0.0010000000000000002,0.0009979016847251902,0.000996032881526336,0.0009997739942594884,0.0037489770781588033,2.5902671654458267,0.0014473322011606259,-0.00210051982273729,False
no_swe,shared_calibrated,bmode+ceus,0,D,9.999999999999994e-08,9.932534508200898e-08,9.668632488682554e-08,1.0203639643153341e-07,0.05385760286093822,4.605170185988094,0.011695029865521123,-0.0067694100220414555,True
no_swe,shared_calibrated,bmode+ceus,0,w0,0.00035000000000000005,0.00034892507435930017,0.0003163047186368869,0.00038490955190715584,0.19630232814343848,2.120263536200092,0.09258392873899482,-0.003075941979079566,True
no_swe,shared_calibrated,bmode+ceus,0,gamma_swe,1.0,1.0,0.9090909090909091,1.1,0.19062035960864981,0.19062035960864981,1.0,2.0816681711721685e-17,True
no_swe,shared_calibrated,bmode+ceus,0,gamma_ceus,1.0,1.0001124596317597,0.9095544935934329,1.0996866476455278,0.18982564027384038,0.19062035960864981,0.9958308790496408,0.00011245330864926245,True
no_swe,shared_calibrated,bmode+ceus,0,w_bmode,0.00035,0.0003488519208424333,0.0003167642688669972,0.0003852880965444136,0.19583349124970972,2.105293454258506,0.09301956972011922,-0.0032856179002919814,True
no_swe,shared_calibrated,bmode+ceus,0,w_swe,0.0006325345840347388,0.0006314458138728587,0.000584762453631264,0.0006885343820949555,0.16335955200766072,1.1988307480192235,0.13626573415602886,-0.0017227647405991522,True
no_swe,shared_calibrated,bmode+ceus,0,w_ceus,0.000875,0.0008722292673588948,0.0008508673438456215,0.0008945392882467208,0.05005259025422859,2.1095697609233612,0.023726444690940447,-0.00317157572324202,True
no_swe,oracle,bmode+ceus,0,sig_e,0.0005999999999999997,0.0005955587143604492,0.0005563217472008858,0.000637563036202131,0.1363063435666192,3.688879454113936,0.03695060932788323,-0.007429674538142805,True
no_swe,oracle,bmode+ceus,0,R,0.005000000000000002,0.005020078557251401,0.004994577817591215,0.00504570949564849,0.010185389820801723,1.7917594692280547,0.005684574294556347,0.004007670001955788,True
no_swe,oracle,bmode+ceus,0,x_c,0.012,0.011997142428928204,0.011974121386668111,0.012020163471188297,4.60420845201855e-05,0.006,0.00767368075336425,-2.8575710717959613e-06,True
no_swe,oracle,bmode+ceus,0,v,0.0010000000000000002,0.0009979191851507093,0.0009960563564302269,0.000999785497741175,0.0037369149692868756,2.5902671654458267,0.0014426754966195513,-0.0020829827523680677,False
no_swe,oracle,bmode+ceus,0,D,9.999999999999994e-08,9.910386962794862e-08,9.723910008706445e-08,1.0100440014808389e-07,0.03799118686488576,4.605170185988094,0.00824968140818759,-0.009001697705624423,True
no_swe,oracle,bmode+ceus,0,w0,0.00035,0.00035,0.00035,0.00035,0.0,nan,0.0,0.0,True
no_swe,oracle,bmode+ceus,0,w_bmode,0.00035,0.00035,0.00035,0.00035,0.0,nan,0.0,0.0,True
no_swe,oracle,bmode+ceus,0,w_swe,0.0006325345840347388,0.0006325345840347388,0.0006325345840347388,0.0006325345840347388,0.0,nan,0.0,0.0,True
no_swe,oracle,bmode+ceus,0,w_ceus,0.000875,0.000875,0.000875,0.000875,0.0,nan,0.0,0.0,True
wrong_ratio,independent,bmode+swe+ceus,0,sig_e,0.0005999999999999997,0.0005988388541917851,0.0004217974185670055,0.0008501900616368108,0.7009347784291805,3.688879454113936,0.19001292591642688,-0.0019371180158991308,True
wrong_ratio,independent,bmode+swe+ceus,0,R,0.005000000000000002,0.005020078888329245,0.004994578234327732,0.005045709740182107,0.010185354846690602,1.7917594692280547,0.005684554775133276,0.004007735952683333,True
wrong_ratio,independent,bmode+swe+ceus,0,x_c,0.012,0.011997142523619784,0.011974121544669536,0.012020163502570031,4.604195790049433e-05,0.006,0.007673659650082389,-2.8574763802167308e-06,True
wrong_ratio,independent,bmode+swe+ceus,0,c_s,2.0,1.998626819226304,1.992177565239002,2.005096951310879,0.006464119992044641,1.6094379124341003,0.004016383572242536,-0.0006868261979710022,True
wrong_ratio,independent,bmode+swe+ceus,0,alpha0,40.0,38.84089867385543,35.21039383242918,42.845740861985234,0.19626492530248257,4.382026634673881,0.04478861989324467,-0.029405673114630382,True
wrong_ratio,independent,bmode+swe+ceus,0,v,0.0010000000000000002,0.0009997982013423144,0.0009979714635620538,0.0010016282828764196,0.003657555365802635,2.5902671654458267,0.001412037883425477,-0.0002018190217745186,True
wrong_ratio,independent,bmode+swe+ceus,0,D,9.999999999999994e-08,9.735987717210517e-08,9.46831470565959e-08,1.0011227950948293e-07,0.05575632825249336,4.605170185988094,0.012107332845622116,-0.0267559988944015,True
wrong_ratio,independent,bmode+swe+ceus,0,w_bmode,0.00035000000000000005,0.00034434883563802835,0.0001215276180827085,0.0009757133602714576,2.08302730875934,2.120263536200092,0.9824379249065018,-0.01627795383133268,True
wrong_ratio,independent,bmode+swe+ceus,0,w_swe,0.0006325345840347388,0.0006814305835627012,0.0005778564934388635,0.0008035691308948333,0.32973766208450156,1.2107693123672645,0.27233731373634434,0.07445949021743203,True
wrong_ratio,independent,bmode+swe+ceus,0,w_ceus,0.0008750000000000001,0.0010241846095201616,0.0010034693655684307,0.0010453274911723584,0.04086686379922397,2.120263536200091,0.01927442655192997,0.15742818572739203,False
wrong_ratio,independent,bmode+swe+ceus,0,w0,0.00035,0.0003441278211056575,0.00012023661292611884,0.0009747271355426255,2.0926959950766966,2.11942557602302,0.9873882898985866,-0.01691999314464308,True
wrong_ratio,shared,bmode+swe+ceus,0,sig_e,0.0005999999999999997,0.0005563941775019948,0.0005142061575266789,0.000602043511589142,0.15770545135968447,3.688879454113936,0.04275158712052984,-0.07545265981184457,True
wrong_ratio,shared,bmode+swe+ceus,0,R,0.005000000000000002,0.005020073826401182,0.004994571827867332,0.0050457060366832325,0.010185903540526368,1.7917594692280547,0.00568486100699374,0.004006727615816885,True
wrong_ratio,shared,bmode+swe+ceus,0,x_c,0.012,0.011997141086465228,0.011974119140332997,0.01202016303259746,4.604389226446243e-05,0.006,0.007673982044077071,-2.8589135347718148e-06,True
wrong_ratio,shared,bmode+swe+ceus,0,c_s,2.0,1.9986418761450913,1.9921937406281147,2.005110882348888,0.0064629483620480726,1.6094379124341003,0.00401565559759529,-0.0006792925944356654,True
wrong_ratio,shared,bmode+swe+ceus,0,alpha0,40.0,38.56242401061926,35.30629346284113,42.11885190213676,0.17643419599556875,4.382026634673881,0.0402631500683928,-0.03660112300147356,True
wrong_ratio,shared,bmode+swe+ceus,0,v,0.0010000000000000002,0.000999795156789071,0.0009979685349739396,0.0010016251219433347,0.0036573341115061064,2.5902671654458267,0.001411952465867211,-0.00020486419416521073,True
wrong_ratio,shared,bmode+swe+ceus,0,D,9.999999999999994e-08,9.739703009651374e-08,9.472521535560175e-08,1.0014420591190792e-07,0.0556309759541571,4.605170185988094,0.012080112939891452,-0.026374467626727238,True
wrong_ratio,shared,bmode+swe+ceus,0,w0,0.00035000000000000005,0.0004095151080468054,0.00040125770566742073,0.000417942437864572,0.04073983616871966,2.120263536200092,0.0192145153058346,0.15704064201629464,False
wrong_ratio,shared,bmode+swe+ceus,0,w_bmode,0.00035,0.00040948114403215475,0.0004011247464853291,0.00041786199792250565,0.040878762082317444,2.1242152100674785,0.01924417163034007,0.15695770142997612,False
wrong_ratio,shared,bmode+swe+ceus,0,w_swe,0.0006325345840347388,0.0006990297721436506,0.0006894679702467414,0.000708683958223465,0.0274894275032187,1.2142957006831088,0.022638165883115926,0.09995843638429983,False
wrong_ratio,shared,bmode+swe+ceus,0,w_ceus,0.000875,0.0010237028600803872,0.0010028118662133228,0.0010446549948062642,0.040878762082317444,2.1242152100674794,0.019244171630340062,0.15695770142997628,False
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,sig_e,0.0005999999999999997,0.0005586098492981774,0.0005099004190712588,0.0006119723617825151,0.1824716710761997,3.688879454113936,0.049465338552253976,-0.07147836974777189,True
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,R,0.005000000000000002,0.005020074107537444,0.004994572189539208,0.005045706236452031,0.01018587071938106,1.7917594692280547,0.005684842689163768,0.004006783618231147,True
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,x_c,0.012,0.011997141153745998,0.011974119265529794,0.012020163041962201,4.604377643240638e-05,0.006,0.007673962738734397,-2.8588462540023174e-06,True
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,c_s,2.0,1.9986362722752882,1.9921878522639445,2.0051055648768323,0.006463252122435634,1.6094379124341003,0.004015844334535817,-0.0006820964372482585,True
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,alpha0,40.0,38.66256406911359,35.31106004226386,42.332171807053996,0.18135112927439373,4.382026634673881,0.04138521839173856,-0.034007658965716114,True
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,v,0.0010000000000000002,0.0009997959585871356,0.0009979693057681062,0.0010016259548562112,0.003657393309751149,2.5902671654458267,0.0014119753199750159,-0.00020406223214575192,True
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,D,9.999999999999994e-08,9.738724661138107e-08,9.471408418597691e-08,1.0013585502155092e-07,0.0556651008307937,4.605170185988094,0.012087523062700905,-0.026474922194275052,True
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,w0,0.00035000000000000005,0.00040648071716292933,0.0003710503706873286,0.0004452941877385163,0.18239733634190025,2.120263536200092,0.08602578558172554,0.14960333712571483,False
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,gamma_swe,1.0,0.9939472560593564,0.9085911904563934,1.0873219531565974,0.17957777077910644,0.19062035960864981,0.9420702549705908,-0.00607113604794826,True
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,gamma_ceus,1.0,1.0075678643792594,0.9213549024907601,1.1018479400124128,0.17889868796926034,0.19062035960864981,0.9385077666233845,0.007539371755542044,True
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,w_bmode,0.00035,0.0004062713468138422,0.00037081729737858775,0.0004450118398868547,0.1823914068863619,2.11942557602302,0.0860570000427233,0.14908812378329894,False
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,w_swe,0.0006325345840347388,0.000692667221634056,0.0006416768209638267,0.0007530083815973479,0.1599915758700643,1.2011934103870985,0.13319385078753068,0.0908147867722022,False
wrong_ratio,shared_calibrated,bmode+swe+ceus,0,w_ceus,0.000875,0.0010236285273094886,0.0010031962033474648,0.0010449306103876162,0.04075937532178653,2.1232923880306878,0.019196308314179025,0.15688508712689955,False
wrong_ratio,oracle,bmode+swe+ceus,0,sig_e,0.0005999999999999997,0.000595558694731763,0.0005563217277682808,0.0006375630164463699,0.13630634751076953,3.688879454113936,0.03695061039708334,-0.007429707496583227,True
wrong_ratio,oracle,bmode+swe+ceus,0,R,0.005000000000000002,0.005020078563847279,0.0049945778245228546,0.005045709501904996,0.01018538967293357,1.7917594692280547,0.005684574212029559,0.004007671315854999,True
wrong_ratio,oracle,bmode+swe+ceus,0,x_c,0.012,0.011997142433613214,0.011974121391586235,0.012020163475640193,4.604208405395874e-05,0.006,0.007673680675659789,-2.8575663867866363e-06,True
wrong_ratio,oracle,bmode+swe+ceus,0,c_s,2.0,1.998595023013932,1.992146261407636,2.0050646598576845,0.006463728675722307,1.6094379124341003,0.004016140433741006,-0.0007027353536933623,True
wrong_ratio,oracle,bmode+swe+ceus,0,alpha0,40.0,39.57823249151017,36.321481509441114,43.12699873612986,0.1717398784226076,4.382026634673881,0.0391918837424841,-0.010600171543267756,True
wrong_ratio,oracle,bmode+swe+ceus,0,v,0.0010000000000000002,0.0009996587771015281,0.0009978415261008811,0.0010014793376469404,0.003639051266413869,2.5902671654458267,0.0014048941803991594,-0.0003412811282519357,True
wrong_ratio,oracle,bmode+swe+ceus,0,D,9.999999999999994e-08,9.903887535153223e-08,9.717424259985675e-08,1.0093928770082123e-07,0.03801354170733752,4.605170185988094,0.008254535700547896,-0.00965773261373215,True
wrong_ratio,oracle,bmode+swe+ceus,0,w0,0.00035,0.00035,0.00035,0.00035,0.0,nan,0.0,0.0,True
wrong_ratio,oracle,bmode+swe+ceus,0,w_bmode,0.00035,0.00035,0.00035,0.00035,0.0,nan,0.0,0.0,True
wrong_ratio,oracle,bmode+swe+ceus,0,w_swe,0.0006325345840347388,0.0006325345840347388,0.0006325345840347388,0.0006325345840347388,0.0,nan,0.0,0.0,True
wrong_ratio,oracle,bmode+swe+ceus,0,w_ceus,0.00100625,0.00100625,0.00100625,0.00100625,0.0,nan,0.0,0.0,True
calibrated_scale,independent,bmode+swe+ceus,0,sig_e,0.0005999999999999997,0.0005988890177892719,0.0004216103831751439,0.0008507097309308966,0.7019893537018566,3.688879454113936,0.19029880548657654,-0.001853353416795045,True
calibrated_scale,independent,bmode+swe+ceus,0,R,0.005000000000000002,0.005020522714588703,0.0049192881922809776,0.00512384055222708,0.04074042204604847,1.7917594692280547,0.022737662474082362,0.004096142260850755,True
calibrated_scale,independent,bmode+swe+ceus,0,x_c,0.012,0.011998203146872865,0.01176044918694589,0.01223595710679984,0.0004755079198539506,0.006,0.07925131997565843,-1.796853127134998e-06,True
calibrated_scale,independent,bmode+swe+ceus,0,c_s,2.0,1.9988035170844738,1.959250690024064,2.039154826001461,0.03997332189145175,1.6094379124341003,0.024836821341555473,-0.0005984204755847822,True
calibrated_scale,independent,bmode+swe+ceus,0,alpha0,40.0,38.84089886825578,35.21039402793929,42.845741052968435,0.196264924207319,4.382026634673881,0.04478861964332296,-0.02940566810958778,True
calibrated_scale,independent,bmode+swe+ceus,0,v,0.0010000000000000002,0.0009997686050535312,0.0009801560115675883,0.0010197736399658445,0.03962420557646692,2.5902671654458267,0.015297343110028942,-0.00023142172241019665,True
calibrated_scale,independent,bmode+swe+ceus,0,D,9.999999999999994e-08,9.742264983678281e-08,9.285780234498235e-08,1.0221190316306532e-07,0.09597882430762114,4.605170185988094,0.020841536888180766,-0.026111457848397635,True
calibrated_scale,independent,bmode+swe+ceus,0,w_bmode,0.00035000000000000005,0.0003443535260669006,0.00012152918269244525,0.0009757273791168089,2.083028802009812,2.120263536200092,0.9824386291823839,-0.016264332769076795,True
calibrated_scale,independent,bmode+swe+ceus,0,w_swe,0.0006325345840347388,0.000681430574420139,0.0005778564838020754,0.000803569122733261,0.32973766860463305,1.2107693123672645,0.2723373191214589,0.07445947680071363,True
calibrated_scale,independent,bmode+swe+ceus,0,w_ceus,0.0008750000000000001,0.0008940541602526281,0.0008725947967645297,0.000916041265005082,0.04859011503013725,2.120263536200091,0.02291701677670684,0.021542468918950952,True
calibrated_scale,independent,bmode+swe+ceus,0,w0,0.00035,0.00034618288995598174,0.0001216204787213923,0.000962974628148575,2.069121698882146,2.1331841876241446,0.9699686088460326,-0.010965935389074748,True
calibrated_scale,shared,bmode+swe+ceus,0,sig_e,0.0005999999999999997,0.0005909705820766382,0.0005496316021469189,0.0006354187559736523,0.145036000249507,3.688879454113936,0.039317088577605595,-0.015163415569010574,True
calibrated_scale,shared,bmode+swe+ceus,0,R,0.005000000000000002,0.005020530175354532,0.004919295596765461,0.005123848068454902,0.040740383764723234,1.7917594692280547,0.022737641108867952,0.004097628313341595,True
calibrated_scale,shared,bmode+swe+ceus,0,x_c,0.012,0.011998222737234464,0.011760468841564654,0.012235976632904273,0.0004755077913396192,0.006,0.0792512985566032,-1.7772627655364415e-06,True
calibrated_scale,shared,bmode+swe+ceus,0,c_s,2.0,1.998779547873913,1.9592273539826812,2.039130207567712,0.0399731597250624,1.6094379124341003,0.02483672058191256,-0.0006104123267466344,True
calibrated_scale,shared,bmode+swe+ceus,0,alpha0,40.0,39.453901499859185,36.1950773155322,43.006133955476066,0.17241963182130607,4.382026634673881,0.03934700680662062,-0.013746514377238395,True
calibrated_scale,shared,bmode+swe+ceus,0,v,0.0010000000000000002,0.000999773387974063,0.0009801607288741924,0.0010197784892373835,0.03962414800782827,2.5902671654458267,0.015297320885047901,-0.0002266377063220304,True
calibrated_scale,shared,bmode+swe+ceus,0,D,9.999999999999994e-08,9.738565404554008e-08,9.282422647696305e-08,1.0217123238006545e-07,0.09594248768887928,4.605170185988094,0.02083364649167546,-0.026491275247863655,True
calibrated_scale,shared,bmode+swe+ceus,0,w0,0.00035000000000000005,0.0003577928397183007,0.00034923517499526344,0.0003665602016046117,0.04841721957630609,2.120263536200092,0.02283547245408879,0.02202100442417798,True
calibrated_scale,shared,bmode+swe+ceus,0,w_bmode,0.00035,0.0003577950831163386,0.0003491779618718857,0.00036663522914210804,0.04878571609784732,2.1138261651691748,0.023079341575821054,0.022027274507745272,True
calibrated_scale,shared,bmode+swe+ceus,0,w_swe,0.0006325345840347388,0.0006410257016254244,0.0006316434818406133,0.0006507425964593002,0.0297890429098846,1.2102358442350623,0.02461424610069533,0.013334654833685776,True
calibrated_scale,shared,bmode+swe+ceus,0,w_ceus,0.000875,0.0008944877077908466,0.0008729449046797141,0.00091658807285527,0.04878571609784732,2.1138261651691757,0.023079341575821047,0.022027274507745272,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,sig_e,0.0005999999999999997,0.0005896685976435535,0.0005442067273034455,0.000638928255756447,0.1604629841680476,3.688879454113936,0.04349911298649107,-0.017368975037542533,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,R,0.005000000000000002,0.005020530467705553,0.004919295869414585,0.0051238483812032455,0.04074038937808411,1.7917594692280547,0.022737644241744306,0.004097686544445089,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,x_c,0.012,0.011998223731350831,0.011760469809008354,0.012235977653693308,0.0004755078446849529,0.006,0.07925130744749215,-1.776268649169091e-06,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,c_s,2.0,1.9987825140619064,1.959230244161248,2.039133251656169,0.039973177399338054,1.6094379124341003,0.024836731563557465,-0.0006089283282758595,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,alpha0,40.0,39.38148668380828,36.05530125461418,43.01452045775079,0.17648383800244488,4.382026634673881,0.04027447861817461,-0.015583629360393036,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,v,0.0010000000000000002,0.0009997730361442426,0.0009801603844885349,0.0010197781298033769,0.03962414690131442,2.5902671654458267,0.01529732045786654,-0.00022698961595146727,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,D,9.999999999999994e-08,9.739089444185817e-08,9.282900138324549e-08,1.0217697248542292e-07,0.09594722835990725,4.605170185988094,0.020834675915309443,-0.026437465932932724,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,w0,0.00035000000000000005,0.0003599378768468549,0.0003277593592608973,0.0003952755932925026,0.18730354782303069,2.120263536200092,0.08833974863271647,0.027998297761469892,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,gamma_swe,1.0,1.0064444192070274,0.9185511515218918,1.1027479169501966,0.18276285663980313,0.19062035960864981,0.958779308857782,0.00642374272198507,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,gamma_ceus,1.0,0.9939739673200421,0.9074834735074067,1.0887077027324843,0.1820713230653647,0.19062035960864981,0.9551515034341735,-0.006044262487393519,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,w_bmode,0.00035,0.0003597093226057079,0.0003273540103289074,0.0003951524502310006,0.1882294546912373,2.1331841876241446,0.08823872583683444,0.02736311360733102,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,w_swe,0.0006325345840347388,0.0006458224187922601,0.0005998706363632501,0.0007007478796378397,0.1554341382849298,1.2144174343387002,0.1279907006354615,0.02078967505935864,True
calibrated_scale,shared_calibrated,bmode+swe+ceus,0,w_ceus,0.000875,0.0008942013525541695,0.0008730094960501938,0.0009164025451712021,0.048509294661770674,2.1333764261410773,0.022738272565201216,0.021707090026862656,True
calibrated_scale,oracle,bmode+swe+ceus,0,sig_e,0.0005999999999999997,0.0005956103007988492,0.0005548202137996096,0.0006393992532972584,0.14188494664016835,3.688879454113936,0.03846288511323798,-0.007343059729033818,True
calibrated_scale,oracle,bmode+swe+ceus,0,R,0.005000000000000002,0.005020513909392832,0.004919279701570413,0.005123831423198067,0.04074036637281449,1.7917594692280547,0.022737631402258863,0.004094388418852013,True
calibrated_scale,oracle,bmode+swe+ceus,0,x_c,0.012,0.011998182807171845,0.011760429712779512,0.012235935901564177,0.00047550618878466525,0.006,0.07925103146411087,-1.8171928281556643e-06,True
calibrated_scale,oracle,bmode+swe+ceus,0,c_s,2.0,1.9987683458735457,1.9592163525312392,2.0391188014047414,0.0399731812828519,1.6094379124341003,0.024836733976520288,-0.0006160167625983703,True
calibrated_scale,oracle,bmode+swe+ceus,0,alpha0,40.0,39.57823235709053,36.321481378344416,43.12699859884536,0.1717398788486892,4.382026634673881,0.03919188383971801,-0.010600174939570106,True
calibrated_scale,oracle,bmode+swe+ceus,0,v,0.0010000000000000002,0.0009996252264075666,0.0009800163511548454,0.001019626450204497,0.03962235753443878,2.5902671654458267,0.015296629653883266,-0.0003748438376076635,True
calibrated_scale,oracle,bmode+swe+ceus,0,D,9.999999999999994e-08,9.908343107976531e-08,9.484158449293736e-08,1.0351499679204211e-07,0.08750853068161178,4.605170185988094,0.01900223599724269,-0.009207952578492495,True
calibrated_scale,oracle,bmode+swe+ceus,0,w0,0.00035,0.00035,0.00035,0.00035,0.0,nan,0.0,0.0,True
calibrated_scale,oracle,bmode+swe+ceus,0,w_bmode,0.00035,0.00035,0.00035,0.00035,0.0,nan,0.0,0.0,True
calibrated_scale,oracle,bmode+swe+ceus,0,w_swe,0.0006325345840347388,0.0006325345840347388,0.0006325345840347388,0.0006325345840347388,0.0,nan,0.0,0.0,True
calibrated_scale,oracle,bmode+swe+ceus,0,w_ceus,0.000875,0.000875,0.000875,0.000875,0.0,nan,0.0,0.0,True
