config,windows,level,normalized,richer,quantity,truth,median,lo,hi,width_post,width_prior,contraction,bias_log,covered
E8_relax_constitutive,swe+ceus+relax,constitutive,False,False,A,1.0,1.001216176675353,0.9104264666475432,1.1010596343136492,0.19011516462958036,0.19062035960864981,0.9973497323155479,0.0012154377315635847,True
E8_relax_constitutive,swe+ceus+relax,constitutive,False,False,t0,4.0,3.9974112293254973,3.9658336076450356,4.028988851005959,0.0631552433609233,13.499999999999998,0.004678166174883208,-0.002588770674502694,True
E8_relax_network,swe+ceus+relax,network,False,False,mu,2999.9999999999977,3009.576278335092,2999.4493472643985,3019.7374005925794,0.006741153251231283,2.302585092994047,0.00292764565867391,0.003187008866218477,True
E8_relax_network,swe+ceus+relax,network,False,False,eta_s,1.5,1.48826848872801,1.4686201143946476,1.5081797347258417,0.026580187720135175,4.605170185988092,0.005771814427403641,-0.007851752000751555,True
E8_relax_network,swe+ceus+relax,network,False,False,phi,0.028000000000000004,0.0279648703324022,0.025354626575113528,0.030843837135257315,0.1959757404050224,2.9957322735539917,0.06541830928453639,-0.0012554186940154644,True
E8_relax_network,swe+ceus+relax,network,False,False,k,3.4999999999999997e-13,3.862888827866074e-13,1.420348951282991e-13,1.0505805691603935e-12,2.001025445603679,6.907755278982139,0.28967810305789105,0.09865233607056467,True
E8_relax_network,swe+ceus+relax,network,False,False,D,1.0000000000000004e-06,9.94751858993875e-07,9.688508696926065e-07,1.021345278129053e-06,0.0527652386193189,4.605170185988092,0.011457825984339278,-0.005261960871743909,True
E8_relax_network,swe+ceus+relax,network,False,False,vmag,0.0010488088481701513,0.001047510907513696,0.0010393338380457013,0.001055752310945078,0.015673636163689185,4.605170185988091,0.0034034868486247333,-0.0012383042413173229,True
E8_relax_network,swe+ceus+relax,network,False,False,S_v,2.800000000000001e-05,2.7420902487053475e-05,1.0051701377159382e-05,7.480384314968423e-05,2.0071273512304724,5.493815094879564,0.36534308428057366,-0.02089892312339181,True
E8_relax_network,swe+ceus+relax,network,False,False,C_v,0.0010000000000000002,0.000980548172085803,0.000360890673427296,0.0026641716967908983,1.999073411555985,4.605170185988091,0.4340932757791363,-0.019643504429375902,True
E8_relax_network,swe+ceus+relax,network,False,False,M,95999.99999999997,95629.03439164272,35153.232504983825,260144.27598888587,2.0015198075750167,6.907755278982138,0.28974966928329604,-0.0038717104945718006,True
E8_relax_network,swe+ceus+relax,network,False,False,A,1.0,1.0034257520071326,0.9128260515939995,1.1030176428826388,0.1892596760365467,0.19062035960864981,0.9928618140533538,0.00341989748567432,True
