scenario,configuration,quantity,n_replicates,truth,contraction_median,contraction_min,contraction_max,coverage,absolute_bias_log_median,rank_min,n_par,least_fisher_eigenvalue_median,least_informed_contraction_median
L8_03,E3_joint_independent,mu,5,1999.9999999999998,0.005787314422742269,0.0057391886478516535,0.005848894445366972,0.6,0.0061617633225719,11,13,0.0,1.0
L8_03,E3_joint_independent,phi,5,0.06,0.06757325057421835,0.06725560486405756,0.06763894645549788,1.0,0.007989493323766084,11,13,0.0,1.0
L8_03,E3_joint_independent,vmag,5,0.002999999999999999,0.006286451541197225,0.006036110768262111,0.00630462353045647,1.0,0.007059950953288485,11,13,0.0,1.0
L8_03,E4_joint_constitutive_Cvcal,C_v,5,0.0025000000000000005,1.0,1.0,1.0,1.0,0.0,11,13,0.0,1.0
L8_03,E4_joint_constitutive_Cvcal,D,5,3.0000000000000015e-07,0.02078853494404811,0.02043162897308703,0.02101524757066459,0.8,0.009449323066942128,11,13,0.0,1.0
L8_03,E4_joint_constitutive_Cvcal,S_v,5,0.00015000000000000001,0.2693092954699735,0.26923519979048005,0.2693246610483348,1.0,0.007989486799255374,11,13,0.0,1.0
L8_03,E4_joint_constitutive_Cvcal,eta_s,5,4.0,0.007030965038349032,0.006990168016386066,0.007077980945430642,1.0,0.0068624799847438744,11,13,0.0,1.0
L8_03,E4_joint_constitutive_Cvcal,k,5,7.000000000000004e-14,0.9996522150631452,0.9995890217280382,0.9997045478533612,1.0,1.4997569976819491,11,13,0.0,1.0
L8_03,E4_joint_constitutive_Cvcal,mu,5,1999.9999999999998,0.005787314605240743,0.0057391887849115135,0.005848894316922767,0.6,0.0061617649956184906,11,13,0.0,1.0
L8_03,E4_joint_constitutive_Cvcal,phi,5,0.06,0.06757325057421835,0.06725560486528316,0.06763894645436107,1.0,0.007989486799255374,11,13,0.0,1.0
L8_03,E4_joint_constitutive_Cvcal,vmag,5,0.002999999999999999,0.006286451541197225,0.006036110769234942,0.006304623529765275,1.0,0.007059951088400851,11,13,0.0,1.0
L8_03,E5_joint_network,C_v,5,0.0025000000000000005,1.0,1.0,1.0,1.0,0.9162907318741551,11,13,0.0,1.0
L8_03,E5_joint_network,D,5,3.0000000000000015e-07,0.02078090062732596,0.020423424028220363,0.021007133771675277,0.8,0.008444819805754733,11,13,0.0,1.0
L8_03,E5_joint_network,S_v,5,0.00015000000000000001,0.8390531061550305,0.8390454917624317,0.8390546557613799,1.0,0.9238666508942845,11,13,0.0,1.0
L8_03,E5_joint_network,eta_s,5,4.0,0.007046077458314547,0.007007740561577698,0.007099707464801799,1.0,0.006302003333892525,11,13,0.0,1.0
L8_03,E5_joint_network,k,5,7.000000000000004e-14,0.48314186767039347,0.48107325264598705,0.4834782174666657,0.0,3.6956491367455655,11,13,0.0,1.0
L8_03,E5_joint_network,mu,5,1999.9999999999998,0.005793225119330927,0.005745321069861395,0.0058619324830342925,0.6,0.005965997745808416,11,13,0.0,1.0
L8_03,E5_joint_network,phi,5,0.06,0.06746219338104514,0.0671429417006284,0.06752697985982312,1.0,0.007575919020128996,11,13,0.0,1.0
L8_03,E5_joint_network,vmag,5,0.002999999999999999,0.006283638381477757,0.006033935704937059,0.006301739172108455,1.0,0.006829269429850626,11,13,0.0,1.0
L8_03,E8_relax_constitutive_Cvcal,C_v,5,0.0025000000000000005,0.9660130762096998,0.9604941609105271,0.9667299228620533,1.0,0.027821971396587486,14,16,1.420021263616687e-12,0.9999999999992901
L8_03,E8_relax_constitutive_Cvcal,D,5,3.0000000000000015e-07,0.020784488696214676,0.020428188732051784,0.02101030086535289,0.8,0.009552445010832855,14,16,1.420021263616687e-12,0.9999999999992901
L8_03,E8_relax_constitutive_Cvcal,S_v,5,0.00015000000000000001,0.25950933220650807,0.257992619553273,0.2597946131162974,1.0,0.020563160752518073,14,16,1.420021263616687e-12,0.9999999999992901
L8_03,E8_relax_constitutive_Cvcal,eta_s,5,4.0,0.007030226378619493,0.006989296449466367,0.0070775224344895174,1.0,0.006902340028543286,14,16,1.420021263616687e-12,0.9999999999992901
L8_03,E8_relax_constitutive_Cvcal,k,5,7.000000000000004e-14,0.7029936003201186,0.5336750426949056,0.7118044981370949,1.0,0.6402179503632972,14,16,1.420021263616687e-12,0.9999999999992901
L8_03,E8_relax_constitutive_Cvcal,mu,5,1999.9999999999998,0.005787083127589262,0.0057389412830178045,0.00584853784830247,0.6,0.006175760804567609,14,16,1.420021263616687e-12,0.9999999999992901
L8_03,E8_relax_constitutive_Cvcal,phi,5,0.06,0.0674105556642866,0.06711695063789623,0.06750114588995242,1.0,0.008727960710329885,14,16,1.420021263616687e-12,0.9999999999992901
L8_03,E8_relax_constitutive_Cvcal,vmag,5,0.002999999999999999,0.006286285263545134,0.006035843260923426,0.0063044837062742115,1.0,0.007079812534531271,14,16,1.420021263616687e-12,0.9999999999992901
L8_03,E8_relax_constitutive_Cvcal_norm,C_v,5,0.0025000000000000005,0.9823797268786464,0.9809316875099078,0.9825935668371831,1.0,0.04899441937136029,11,16,0.0,1.0
L8_03,E8_relax_constitutive_Cvcal_norm,D,5,3.0000000000000015e-07,0.030150781825786413,0.0294980134572314,0.030890297306514308,0.8,0.045374420738655274,11,16,0.0,1.0
L8_03,E8_relax_constitutive_Cvcal_norm,S_v,5,0.00015000000000000001,0.6988397898037492,0.6683835113290438,0.7032293929591328,1.0,0.2694240797487275,11,16,0.0,1.0
L8_03,E8_relax_constitutive_Cvcal_norm,eta_s,5,4.0,0.007030190889175129,0.0069892471961819636,0.007077421544327677,1.0,0.006912502883364757,11,16,0.0,1.0
L8_03,E8_relax_constitutive_Cvcal_norm,k,5,7.000000000000004e-14,0.854232395992515,0.5885723444933267,0.8559745544032398,1.0,0.23565853998697506,11,16,0.0,1.0
