scenario,configuration,replicate,seed,windows,level,quantity,truth,median,lo,hi,contraction,bias_log,covered,rank,n_par,least_fisher_eigenvalue,least_informed_contraction
L8_02,E8_relax_constitutive_Cvcal,2,2,swe+ceus+relax,constitutive,phi,0.011999999999999999,0.011771740701232268,0.010587803651041446,0.013088066581534864,0.07076671344312534,-0.019204846398045206,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,2,2,swe+ceus+relax,constitutive,k,1.9999999999999983e-12,1.8416893268999022e-12,1.1165231878300465e-12,3.037840694924561e-12,0.1448990829129928,-0.0824639177008919,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,2,2,swe+ceus+relax,constitutive,D,2.9999999999999997e-06,2.9186733894610778e-06,2.773479819549832e-06,3.0714679422945626e-06,0.02216048831568126,-0.02748309429963136,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,2,2,swe+ceus+relax,constitutive,vmag,0.002999999999999999,0.002966939091697896,0.002924869636171352,0.003009613647385628,0.006202116785764899,-0.011081476151906244,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,2,2,swe+ceus+relax,constitutive,S_v,3e-05,2.8399285711674873e-05,1.903123347459125e-05,4.237872600376276e-05,0.2579514157655167,-0.05483338780864955,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,2,2,swe+ceus+relax,constitutive,C_v,0.0025000000000000005,0.002412496709913259,0.0016360162123705154,0.003557507762657909,0.9579074371710292,-0.03562854141060612,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,3,3,swe+ceus+relax,constitutive,mu,1999.9999999999998,1995.9793579191976,1992.9515073683342,1999.0118086216073,0.0013186280567198435,-0.0020123444479978048,False,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,3,3,swe+ceus+relax,constitutive,eta_s,0.5,0.49251536395936363,0.4875743888213275,0.49750640988838957,0.004378897771011583,-0.015082442440052968,False,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,3,3,swe+ceus+relax,constitutive,phi,0.011999999999999999,0.011975032615941308,0.010770112464295304,0.013314754755649713,0.07080000734234537,-0.0020827828253100478,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,3,3,swe+ceus+relax,constitutive,k,1.9999999999999983e-12,1.8624324238893836e-12,1.1291327743351367e-12,3.071963379680411e-12,0.14489034025921893,-0.07126379242209069,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,3,3,swe+ceus+relax,constitutive,D,2.9999999999999997e-06,2.981086068240069e-06,2.8331289978175004e-06,3.1367700352158456e-06,0.022108165685146775,-0.006324602117897982,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,3,3,swe+ceus+relax,constitutive,vmag,0.002999999999999999,0.0029895048962003345,0.002947455318027203,0.0030321543704986843,0.006152038916378642,-0.003504501531553572,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,3,3,swe+ceus+relax,constitutive,S_v,3e-05,2.8648662122167127e-05,1.9198109559302912e-05,4.275138856015023e-05,0.25795942836955044,-0.04609063689831672,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,3,3,swe+ceus+relax,constitutive,C_v,0.0025000000000000005,0.0023923661037907867,0.0016223635810077553,0.0035278254773272984,0.9579092836231442,-0.044007854073008446,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,4,4,swe+ceus+relax,constitutive,mu,1999.9999999999998,2000.7212534041166,1997.6762059356097,2003.7709424226693,0.0013229775997212097,0.0003605616918784804,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,4,4,swe+ceus+relax,constitutive,eta_s,0.5,0.49969101054107307,0.4945715355702887,0.5048634789053131,0.0044724190565425094,-0.0006181699455301004,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,4,4,swe+ceus+relax,constitutive,phi,0.011999999999999999,0.011883559726150192,0.010687318960576085,0.013213696745265534,0.07083277466292731,-0.009750740488342124,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,4,4,swe+ceus+relax,constitutive,k,1.9999999999999983e-12,1.7721676365725405e-12,1.0652846898844323e-12,2.9481115817554933e-12,0.14735941048869491,-0.12094372981973223,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,4,4,swe+ceus+relax,constitutive,D,2.9999999999999997e-06,2.9371816073593646e-06,2.7919889060006347e-06,3.0899248116884097e-06,0.022017111710318508,-0.02116180405638879,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,4,4,swe+ceus+relax,constitutive,vmag,0.002999999999999999,0.0029845775714651855,0.0029425205523137803,0.0030272357054868027,0.006163366124738811,-0.00515406893512349,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,4,4,swe+ceus+relax,constitutive,S_v,3e-05,2.8596051091877086e-05,1.9161114353638112e-05,4.2676752664647705e-05,0.25801792415300284,-0.047928747079991396,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal,4,4,swe+ceus+relax,constitutive,C_v,0.0025000000000000005,0.002406353967233443,0.0016317315327032764,0.003548708411626385,0.9580873335935748,-0.03817800659165016,True,15,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,0,0,swe+ceus+relax,constitutive,mu,1999.9999999999998,2003.6280701916412,2000.5663917096156,2006.694434284285,0.0013282774769139782,0.001812391721282225,False,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,0,0,swe+ceus+relax,constitutive,eta_s,0.5,0.5003031383129056,0.4958197354670173,0.5048270819030215,0.003909417835000157,0.0006060929143872906,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,0,0,swe+ceus+relax,constitutive,phi,0.011999999999999999,0.011941318075732574,0.004288396528953728,0.033251374126218564,0.6837003486050257,-0.004902156313855599,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,0,0,swe+ceus+relax,constitutive,k,1.9999999999999983e-12,1.9947601466172727e-12,7.112095392170738e-13,5.5947900346118406e-12,0.29859540653310196,-0.0026233647055065035,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,0,0,swe+ceus+relax,constitutive,D,2.9999999999999997e-06,2.94152457620109e-06,2.750201884376716e-06,3.146156971802072e-06,0.029207905930114658,-0.019684278391316923,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,0,0,swe+ceus+relax,constitutive,vmag,0.002999999999999999,0.0029642529848187865,0.0029236719307803704,0.0030053973106557693,0.0059866276035462455,-0.011987232373622092,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,0,0,swe+ceus+relax,constitutive,S_v,3e-05,2.852056873880016e-05,1.0326271704707413e-05,7.877217106478148e-05,0.6546918161096741,-0.05057184456173225,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,0,0,swe+ceus+relax,constitutive,C_v,0.0025000000000000005,0.0023883936897016694,0.0016050215478654272,0.0035541107996919187,0.9803158242831059,-0.04566968824787754,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,1,1,swe+ceus+relax,constitutive,mu,1999.9999999999998,2001.499025194489,1998.4484022637746,2004.5543048880475,0.0013248863752122547,0.0007492318529500608,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,1,1,swe+ceus+relax,constitutive,eta_s,0.5,0.4984646338368069,0.49351733740549003,0.5034615247608076,0.004331936299099134,-0.0030754566988976384,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,1,1,swe+ceus+relax,constitutive,phi,0.011999999999999999,0.011533076300635393,0.0041375440378165936,0.0321475367369066,0.6843847375128875,-0.039687542712845136,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,1,1,swe+ceus+relax,constitutive,k,1.9999999999999983e-12,1.8835859894886724e-12,6.714347304844574e-13,5.284052222377778e-12,0.29865443313001816,-0.05996977935670955,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,1,1,swe+ceus+relax,constitutive,D,2.9999999999999997e-06,3.024123880508932e-06,2.832223493210502e-06,3.229026687543504e-06,0.028472056751632183,0.008009134586865585,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,1,1,swe+ceus+relax,constitutive,vmag,0.002999999999999999,0.003023428462270227,0.002983316435514861,0.0030640798132056464,0.005800376452391431,0.0077791512143035035,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,1,1,swe+ceus+relax,constitutive,S_v,3e-05,2.7478736727438007e-05,9.938548841391978e-06,7.597497222040062e-05,0.6553731257908371,-0.0877848859819359,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,1,1,swe+ceus+relax,constitutive,C_v,0.0025000000000000005,0.002382602526086131,0.0016011239660199687,0.0035455061055785944,0.9803248646330492,-0.04809734326909254,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,2,2,swe+ceus+relax,constitutive,mu,1999.9999999999998,2000.3280451734643,1997.271918017397,2003.3888486648416,0.0013280562644247364,0.00016400913649849969,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,2,2,swe+ceus+relax,constitutive,eta_s,0.5,0.49840483764545057,0.49351785116040764,0.5033402167810305,0.004279382778890189,-0.003195424644829692,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,2,2,swe+ceus+relax,constitutive,phi,0.011999999999999999,0.01250826344728741,0.004487443821062512,0.0348654291185536,0.6843777569669273,0.041482851888906325,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,2,2,swe+ceus+relax,constitutive,k,1.9999999999999983e-12,1.9433943806366906e-12,6.919052040844162e-13,5.458524804258415e-12,0.2990095636756001,-0.028711055652351547,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,2,2,swe+ceus+relax,constitutive,D,2.9999999999999997e-06,2.871967463415439e-06,2.6834609524384256e-06,3.0737160916844657e-06,0.029484235300427753,-0.043614966440649994,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,2,2,swe+ceus+relax,constitutive,vmag,0.002999999999999999,0.0029794088764629784,0.0029377525376290976,0.0030216558881131757,0.006114897229511154,-0.006887371430485345,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,2,2,swe+ceus+relax,constitutive,S_v,3e-05,3.002203656800318e-05,1.085832078258709e-05,8.300755685316678e-05,0.6553786087496509,0.0007342826152978432,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,2,2,swe+ceus+relax,constitutive,C_v,0.0025000000000000005,0.002400176227061627,0.0016129289993762623,0.0035716673971263276,0.9803319058119757,-0.04074856927361026,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,3,3,swe+ceus+relax,constitutive,mu,1999.9999999999998,1995.9790521362927,1992.9354614124306,1999.0272910008866,0.001325488333801263,-0.0020124976474420464,False,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,3,3,swe+ceus+relax,constitutive,eta_s,0.5,0.4925143886453435,0.4874765471134427,0.4976042939071834,0.004465196506654947,-0.015084422713273149,False,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,3,3,swe+ceus+relax,constitutive,phi,0.011999999999999999,0.011987300856480192,0.004297345100611418,0.03343817600390669,0.6848745617048437,-0.0010588223145413522,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,3,3,swe+ceus+relax,constitutive,k,1.9999999999999983e-12,1.8641036174265994e-12,6.63096886725519e-13,5.2403839711304796e-12,0.2992620402346827,-0.07036687709336675,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,3,3,swe+ceus+relax,constitutive,D,2.9999999999999997e-06,2.9864916977877715e-06,2.7932323871366244e-06,3.1931223130698395e-06,0.029054242798637112,-0.004512935395437623,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,3,3,swe+ceus+relax,constitutive,vmag,0.002999999999999999,0.003004448703420006,0.0029635530411037383,0.0030459087069756876,0.005952088903732971,0.0014818027278638013,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,3,3,swe+ceus+relax,constitutive,S_v,3e-05,2.8675373601207082e-05,1.0362806996265475e-05,7.934887250772251e-05,0.65590417486036,-0.045158689918793016,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,3,3,swe+ceus+relax,constitutive,C_v,0.0025000000000000005,0.002392145983864707,0.0016075228986202467,0.003559739281494286,0.9803468521163904,-0.04409986760425344,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,4,4,swe+ceus+relax,constitutive,mu,1999.9999999999998,2000.7091656895836,1997.6486152145505,2003.7744051620405,0.0013297263679978545,0.00035451999515156984,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,4,4,swe+ceus+relax,constitutive,eta_s,0.5,0.4996534275063065,0.4944452271945113,0.5049164879906666,0.004550681847892869,-0.0006933853234387666,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,4,4,swe+ceus+relax,constitutive,phi,0.011999999999999999,0.012395191058796632,0.004439349296437749,0.034608847181130206,0.6855090341471125,0.03240192976322298,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,4,4,swe+ceus+relax,constitutive,k,1.9999999999999983e-12,1.8383350150547065e-12,6.520947541145608e-13,5.182491664367045e-12,0.30007596859029456,-0.08428690171536957,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,4,4,swe+ceus+relax,constitutive,D,2.9999999999999997e-06,3.08491741880537e-06,2.8872820451575243e-06,3.296080996593311e-06,0.028754332587939028,0.02791259971033,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,4,4,swe+ceus+relax,constitutive,vmag,0.002999999999999999,0.003005720765515026,0.002965664414581422,0.003046318145717561,0.005826625678909044,0.0019051059710051277,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,4,4,swe+ceus+relax,constitutive,S_v,3e-05,2.9710682965863434e-05,1.0725406411660034e-05,8.230221293417851e-05,0.6565974281572604,-0.009690704708216202,True,12,16,0.0,1.0
L8_02,E8_relax_constitutive_Cvcal_norm,4,4,swe+ceus+relax,constitutive,C_v,0.0025000000000000005,0.0023969524007278896,0.0016107334640211668,0.003566934529945107,0.9803764774865849,-0.04209263447143918,True,12,16,0.0,1.0
L8_02,E8_relax_independent_matched,0,0,swe+ceus+relax,independent,mu,1999.9999999999998,2003.7256654902028,2000.67162011208,2006.7843728993546,0.0013248988227384656,0.0018610998239445564,False,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,0,0,swe+ceus+relax,independent,eta_s,0.5,0.5006038478055881,0.4961942403008692,0.505052642863822,0.0038424646317643104,0.0012069669334531241,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,0,0,swe+ceus+relax,independent,phi,0.011999999999999999,0.012283552491245839,0.01103829180687358,0.01366929452899903,0.07136209827896278,0.02335452191254106,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,0,0,swe+ceus+relax,independent,k,1.9999999999999983e-12,1.5521088582214471e-12,5.515387256765003e-13,4.367856318365729e-12,0.2995641107885646,-0.2535326206520523,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,0,0,swe+ceus+relax,independent,D,2.9999999999999997e-06,3.0498352073675567e-06,2.8969815990363045e-06,3.210753839511061e-06,0.022330636947312896,0.01647527012022465,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,0,0,swe+ceus+relax,independent,vmag,0.002999999999999999,0.0029677387843591676,0.0029257676564335335,0.003010312002329607,0.0061858377872684766,-0.010811977896798552,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,0,0,swe+ceus+relax,independent,S_v,2.9999999999999977e-05,2.197568839543579e-05,7.931692091569619e-06,6.088623649001522e-05,0.6567128179643158,-0.3112606122818775,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,1,1,swe+ceus+relax,independent,mu,1999.9999999999998,2001.5924909242453,1998.549173177787,2004.6404429239062,0.0013216495513994858,0.0007959286268794941,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,1,1,swe+ceus+relax,independent,eta_s,0.5,0.4987330120117407,0.4938329778798248,0.5036816664982491,0.004288027384432345,-0.0025371919275539723,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,1,1,swe+ceus+relax,independent,phi,0.011999999999999999,0.0125666822646159,0.011293853684806447,0.01398295989545735,0.0712950165161669,0.046142397213204234,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,1,1,swe+ceus+relax,independent,k,1.9999999999999983e-12,1.4693182649110865e-12,5.224477890574233e-13,4.132271604587148e-12,0.2993819877733031,-0.30834865270832523,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,1,1,swe+ceus+relax,independent,D,2.9999999999999997e-06,3.1297434149553676e-06,2.9749141730034785e-06,3.292630736155706e-06,0.022034293595823838,0.04233873647113384,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,1,1,swe+ceus+relax,independent,vmag,0.002999999999999999,0.003033909234469199,0.002991712934163683,0.003076700688052671,0.006082664805184911,0.01123967568324602,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,1,1,swe+ceus+relax,independent,S_v,2.9999999999999977e-05,2.124866687489812e-05,7.667355001541709e-06,5.8886779582999146e-05,0.6568752604021819,-0.34490322355858183,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,2,2,swe+ceus+relax,independent,mu,1999.9999999999998,2000.417849387152,1997.3683030777997,2003.4720516894317,0.0013251348029439877,0.00020890287185171275,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,2,2,swe+ceus+relax,independent,eta_s,0.5,0.4986808760780211,0.4938432051082052,0.5035659367054655,0.0042336311734666055,-0.002641734152982411,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,2,2,swe+ceus+relax,independent,phi,0.011999999999999999,0.011801067116927726,0.010610937823728604,0.013124682041468803,0.07097070902503894,-0.016716688767313137,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,2,2,swe+ceus+relax,independent,k,1.9999999999999983e-12,1.5118021852688331e-12,5.367193554824533e-13,4.258363004869012e-12,0.29983180761307077,-0.27984474121022984,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,2,2,swe+ceus+relax,independent,D,2.9999999999999997e-06,2.920177301064886e-06,2.774826906113954e-06,3.0731414096012825e-06,0.022173323825111738,-0.02696795468850688,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,2,2,swe+ceus+relax,independent,vmag,0.002999999999999999,0.002967113500560438,0.002925041564734436,0.003009790572328947,0.006202117867271748,-0.011022693773462322,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,2,2,swe+ceus+relax,independent,S_v,2.9999999999999977e-05,2.3168701854718067e-05,8.357650250865261e-06,6.422723247808114e-05,0.6570702247190703,-0.2583950717741441,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,3,3,swe+ceus+relax,independent,mu,1999.9999999999998,1996.0654019595383,1993.0281449680774,1999.1072875509792,0.0013226706176628117,-0.0019692366946886253,False,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,3,3,swe+ceus+relax,independent,eta_s,0.5,0.4927657561349416,0.4877697922225323,0.4978128910214704,0.004425618915076574,-0.014574176979847198,False,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,3,3,swe+ceus+relax,independent,phi,0.011999999999999999,0.012012308735578146,0.010800322583898951,0.013360301050078072,0.07100490950318064,0.001025202265369174,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,3,3,swe+ceus+relax,independent,k,1.9999999999999983e-12,1.4613192933306128e-12,5.186025291655254e-13,4.117708566705998e-12,0.2999403251579781,-0.31380752729458905,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,3,3,swe+ceus+relax,independent,D,2.9999999999999997e-06,2.9830897503986698e-06,2.8349478753607427e-06,3.138972866582683e-06,0.0221212417446175,-0.005652696293887871,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,3,3,swe+ceus+relax,independent,vmag,0.002999999999999999,0.0029897286331979447,0.0029476768433464237,0.0030323803371932797,0.006151901107548668,-0.0034296635120600882,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,3,3,swe+ceus+relax,independent,S_v,2.9999999999999977e-05,2.2297047753923503e-05,8.040430600598996e-06,6.183230267589247e-05,0.6572936142075184,-0.29674309967654366,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,4,4,swe+ceus+relax,independent,mu,1999.9999999999998,2000.7900510380282,1997.7351965567752,2003.8495768770856,0.0013271960237356344,0.0003949475169751082,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,4,4,swe+ceus+relax,independent,eta_s,0.5,0.49988751829091854,0.49471709244225526,0.5051119816973395,0.00451537750520518,-0.00022498872622833677,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,4,4,swe+ceus+relax,independent,phi,0.011999999999999999,0.011915313252847656,0.010712604557560042,0.013253050567734565,0.0710366260463927,-0.007082248953625303,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,4,4,swe+ceus+relax,independent,k,1.9999999999999983e-12,1.4505186877501327e-12,5.134383494859604e-13,4.097871663888829e-12,0.3006900164984224,-0.32122597240271844,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,4,4,swe+ceus+relax,independent,D,2.9999999999999997e-06,2.938850445041466e-06,2.7934925126109534e-06,3.0917720020119013e-06,0.022029974193230016,-0.02059378886787755,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,4,4,swe+ceus+relax,independent,vmag,0.002999999999999999,0.002984759917782332,0.0029427004192698475,0.003027420565295081,0.006163352818222016,-0.005092974611831558,True,15,16,0.0,1.0
L8_02,E8_relax_independent_matched,4,4,swe+ceus+relax,independent,S_v,2.9999999999999977e-05,2.3215346745041344e-05,8.364419298795801e-06,6.44339200654483e-05,0.657844598156886,-0.25638382405191784,True,15,16,0.0,1.0
L8_03,E2_ceus,0,0,ceus,independent,phi,0.06,0.030212286008755695,0.008607404467865272,0.10604616400711966,0.8382764085813763,-0.6860958990887225,True,6,9,0.0,1.0
L8_03,E2_ceus,0,0,ceus,independent,k,7.000000000000004e-14,3.162277660168375e-13,9.999999999999987e-15,9.999999999999985e-12,1.0,1.5079674904357532,True,6,9,0.0,1.0
L8_03,E2_ceus,0,0,ceus,independent,D,3.0000000000000015e-07,3.159192937975018e-07,3.009162764665012e-07,3.316703282569789e-07,0.021130470685504554,0.051704306935741684,False,6,9,0.0,1.0
L8_03,E2_ceus,0,0,ceus,independent,vmag,0.002999999999999999,0.0030349049776603855,0.0029904625485681264,0.0030800078830072516,0.006406730099603308,0.011567826509854662,True,6,9,0.0,1.0
L8_03,E2_ceus,0,0,ceus,independent,S_v,0.00015000000000000004,2.2360679774997884e-05,1.4338978448964585e-06,0.0003486998755034075,1.0,-1.9033312448851607,True,6,9,0.0,1.0
L8_03,E2_ceus,1,1,ceus,independent,phi,0.06,0.030007990568724444,0.008549237147045903,0.1053286372204339,0.83827360219845,-0.6928808637346044,True,6,9,0.0,1.0
L8_03,E2_ceus,1,1,ceus,independent,k,7.000000000000004e-14,3.162277660168375e-13,9.999999999999987e-15,9.999999999999985e-12,1.0,1.5079674904357532,True,6,9,0.0,1.0
L8_03,E2_ceus,1,1,ceus,independent,D,3.0000000000000015e-07,2.953384216552054e-07,2.8175345814383815e-07,3.0957839481515327e-07,0.020450694467559254,-0.01566058378681845,True,6,9,0.0,1.0
L8_03,E2_ceus,1,1,ceus,independent,vmag,0.002999999999999999,0.002975440304377842,0.002933487664974837,0.0030179929203799968,0.006166975140058301,-0.008220259150109932,True,6,9,0.0,1.0
L8_03,E2_ceus,1,1,ceus,independent,S_v,0.00015000000000000004,2.2360679774997884e-05,1.4338978448964585e-06,0.0003486998755034075,1.0,-1.9033312448851607,True,6,9,0.0,1.0
L8_03,E2_ceus,2,2,ceus,independent,phi,0.06,0.02998619799667582,0.008543008617742265,0.10525238947183424,0.8382751537499445,-0.6936073532006084,True,6,9,0.0,1.0
L8_03,E2_ceus,2,2,ceus,independent,k,7.000000000000004e-14,3.162277660168375e-13,9.999999999999987e-15,9.999999999999985e-12,1.0,1.5079674904357532,True,6,9,0.0,1.0
L8_03,E2_ceus,2,2,ceus,independent,D,3.0000000000000015e-07,3.0278402672584673e-07,2.8855909042486815e-07,3.1771020176606924e-07,0.020898200005585517,0.009237293619515086,True,6,9,0.0,1.0
L8_03,E2_ceus,2,2,ceus,independent,vmag,0.002999999999999999,0.0030169102595992755,0.0029732590318238203,0.003061202342969857,0.006329645124441415,0.005620926154021433,True,6,9,0.0,1.0
L8_03,E2_ceus,2,2,ceus,independent,S_v,0.00015000000000000004,2.2360679774997884e-05,1.4338978448964585e-06,0.0003486998755034075,1.0,-1.9033312448851607,True,6,9,0.0,1.0
L8_03,E2_ceus,3,3,ceus,independent,phi,0.06,0.030047328483089848,0.008560408745760383,0.10546715417273063,0.8382763880698648,-0.6915708075859528,True,6,9,0.0,1.0
L8_03,E2_ceus,3,3,ceus,independent,k,7.000000000000004e-14,3.162277660168375e-13,9.999999999999987e-15,9.999999999999985e-12,1.0,1.5079674904357532,True,6,9,0.0,1.0
L8_03,E2_ceus,3,3,ceus,independent,D,3.0000000000000015e-07,3.102206167236681e-07,2.9538506367941353e-07,3.2580127729430646e-07,0.021282125720478,0.03350123655876125,True,6,9,0.0,1.0
L8_03,E2_ceus,3,3,ceus,independent,vmag,0.002999999999999999,0.003025493335897402,0.0029808366484947845,0.003070819036723074,0.006458023565088238,0.008461875764654181,True,6,9,0.0,1.0
L8_03,E2_ceus,3,3,ceus,independent,S_v,0.00015000000000000004,2.2360679774997884e-05,1.4338978448964585e-06,0.0003486998755034075,1.0,-1.9033312448851607,True,6,9,0.0,1.0
L8_03,E2_ceus,4,4,ceus,independent,phi,0.06,0.03029114711326269,0.008629897820802075,0.10632264859794646,0.8382743954813906,-0.6834890668778355,True,6,9,0.0,1.0
L8_03,E2_ceus,4,4,ceus,independent,k,7.000000000000004e-14,3.162277660168375e-13,9.999999999999987e-15,9.999999999999985e-12,1.0,1.5079674904357532,True,6,9,0.0,1.0
L8_03,E2_ceus,4,4,ceus,independent,D,3.0000000000000015e-07,3.069941338468845e-07,2.9264737933401377e-07,3.220442241132514e-07,0.02078543755541232,0.023046164757831278,True,6,9,0.0,1.0
L8_03,E2_ceus,4,4,ceus,independent,vmag,0.002999999999999999,0.0029877099947849483,0.0029450887760710358,0.0030309480262412872,0.006240049345912784,-0.004105082739381594,True,6,9,0.0,1.0
L8_03,E2_ceus,4,4,ceus,independent,S_v,0.00015000000000000004,2.2360679774997884e-05,1.4338978448964585e-06,0.0003486998755034075,1.0,-1.9033312448851607,True,6,9,0.0,1.0
L8_03,E2_ceus_Acal,0,0,ceus,independent,phi,0.06,0.06124780545538973,0.05533269906248271,0.06779524108999702,0.06780578056541851,0.020583457261091453,True,6,9,0.0,1.0
L8_03,E2_ceus_Acal,0,0,ceus,independent,k,7.000000000000004e-14,3.162277660168375e-13,9.999999999999987e-15,9.999999999999985e-12,1.0,1.5079674904357532,True,6,9,0.0,1.0
